Exposure Amount ($);Credit Score;Loan Term (Months);Interest Rate (%);Income ($);Loan to Value Ratio (%);Debt to Income Ratio (%);Employment History (Years);Previous Defaults;Home Ownership;Loan Purpose;Loan Type;Region;LGD%
132811;644;48;5,12;43580;82;26;7;1;Rent;Home Purchase;Fixed Rate;West;0,009999172
168003;683;60;4,68;31356;90;31;8;1;Rent;Auto Loan;Fixed Rate;South;0,064522657
207371;727;24;4,09;74956;96;33;5;2;Mortgage;Auto Loan;Adjustable Rate;West;0,686643745
191383;741;24;3,93;49706;94;28;6;2;Mortgage;Auto Loan;Fixed Rate;South;0,332114138
110257;778;36;3,38;89700;64;30;8;1;Rent;Personal Loan;Fixed Rate;South;0,446103195
133926;728;24;7,87;65066;60;23;3;1;Own;Home Purchase;Fixed Rate;West;0,009998059
157497;776;48;7,97;43298;72;31;3;2;Mortgage;Auto Loan;Fixed Rate;South;0,624189667
234575;694;72;5,9;86088;81;38;3;1;Rent;Debt Consolidation;Adjustable Rate;South;0,95099222
212214;694;72;5,38;63257;82;26;6;0;Own;Debt Consolidation;Fixed Rate;East;0,212884164
144414;730;24;5,03;49448;84;23;5;0;Mortgage;Debt Consolidation;Fixed Rate;North;0,009999031
55670;658;48;6,02;38685;82;40;10;1;Mortgage;Debt Consolidation;Fixed Rate;South;0,010005389
146736;802;36;4,52;72782;79;35;5;0;Rent;Auto Loan;Adjustable Rate;East;0,582910806
107579;687;60;5,04;36343;65;30;2;2;Own;Home Improvement;Adjustable Rate;West;0,010001952
195790;763;48;7,27;36725;62;31;5;2;Rent;Auto Loan;Fixed Rate;South;0,355722968
105949;732;24;6,83;82164;66;20;7;2;Mortgage;Home Purchase;Adjustable Rate;South;0,172639666
116166;643;36;6,82;44921;67;51;7;0;Own;Auto Loan;Adjustable Rate;South;0,010002927
153588;647;60;7,35;78623;87;41;5;1;Own;Auto Loan;Adjustable Rate;West;0,623316926
145282;692;60;9,94;71893;78;30;9;0;Mortgage;Auto Loan;Fixed Rate;South;0,512527361
105949;654;60;5,94;88735;81;37;5;2;Rent;Personal Loan;Adjustable Rate;East;0,649293528
225696;826;48;2,92;48055;83;34;3;2;Mortgage;Auto Loan;Fixed Rate;North;0,971793917
96736;696;48;6,03;68759;85;11;9;2;Rent;Auto Loan;Adjustable Rate;East;0,242277952
-3460;597;72;4,56;37823;93;18;6;2;Mortgage;Personal Loan;Fixed Rate;West;0,010115607
63832;733;48;7,81;59803;72;22;2;0;Mortgage;Debt Consolidation;Adjustable Rate;South;0,009994987
160727;702;48;7,89;57620;71;20;8;0;Own;Home Purchase;Fixed Rate;North;0,00999832
146192;727;60;8,4;57102;69;27;6;1;Rent;Personal Loan;Fixed Rate;East;0,471284338
67375;798;72;7,33;46792;80;32;8;0;Own;Debt Consolidation;Fixed Rate;North;0,869981447
57045;723;48;8,01;86799;89;31;7;1;Rent;Personal Loan;Fixed Rate;West;0,88705408
150322;703;72;6,09;72551;85;42;2;0;Rent;Home Improvement;Fixed Rate;South;0,513364644
222176;680;48;3,29;82305;81;34;3;1;Mortgage;Debt Consolidation;Fixed Rate;South;0,281231996
171939;783;72;4,91;51960;91;1;4;1;Own;Debt Consolidation;Fixed Rate;North;0,285857194
108524;759;36;5,48;53772;101;15;6;2;Own;Home Purchase;Fixed Rate;West;0,464560834
172281;727;60;7,49;69403;77;32;4;0;Rent;Home Improvement;Fixed Rate;East;0,464700112
108512;739;60;7,25;79095;78;37;7;1;Rent;Personal Loan;Adjustable Rate;South;0,993392436
35769;673;48;5,9;60205;82;23;3;1;Rent;Home Purchase;Adjustable Rate;East;0,010008667
165336;719;36;4,23;71182;80;46;4;1;Own;Home Purchase;Adjustable Rate;North;0,428872115
161925;697;72;8,27;23223;71;40;3;2;Own;Auto Loan;Fixed Rate;West;0,306858113
196567;720;60;7,94;70040;85;21;4;1;Own;Home Purchase;Adjustable Rate;West;0,613617749
186915;774;24;5,53;84105;66;34;5;1;Mortgage;Home Purchase;Adjustable Rate;West;0,560324212
148631;649;72;9,37;70602;81;41;3;1;Own;Home Purchase;Fixed Rate;East;0,681069225
188243;724;36;6,54;47248;80;26;8;2;Mortgage;Personal Loan;Adjustable Rate;South;0,362281732
108414;738;48;8,79;49042;78;24;8;1;Mortgage;Home Purchase;Fixed Rate;West;0,412105448
79457;645;24;7,12;67817;71;27;3;0;Rent;Auto Loan;Adjustable Rate;North;0,010005412
60086;705;48;6,16;43183;82;34;3;1;Mortgage;Home Purchase;Adjustable Rate;West;0,01000233
115092;745;24;6,96;63051;104;23;5;2;Rent;Personal Loan;Adjustable Rate;West;0,560707955
180345;675;60;7,56;57162;73;43;5;1;Own;Home Improvement;Adjustable Rate;North;0,306190912
192509;725;48;6,71;45635;86;43;5;2;Own;Debt Consolidation;Adjustable Rate;South;0,670218016
107455;668;60;9,34;65292;92;31;5;0;Mortgage;Home Improvement;Fixed Rate;North;0,367595738
171918;651;72;6,08;42083;73;43;3;1;Own;Home Purchase;Fixed Rate;North;0,009998953
181242;747;60;8,29;106601;72;12;3;1;Mortgage;Home Improvement;Fixed Rate;West;0,738096026
193697;672;36;7,99;59421;79;24;6;2;Own;Debt Consolidation;Adjustable Rate;South;0,186079289
169034;670;24;3,54;21496;91;38;4;1;Own;Home Purchase;Adjustable Rate;South;0,009997989
101827;646;24;7,81;32400;82;25;3;1;Own;Auto Loan;Fixed Rate;West;0,009997348
144733;797;24;5,39;32213;77;46;7;2;Mortgage;Debt Consolidation;Adjustable Rate;East;0,628453774
97476;653;48;6,06;54419;74;31;6;0;Own;Auto Loan;Fixed Rate;West;0,010002462
89134;651;72;6,94;49780;55;35;5;2;Own;Debt Consolidation;Adjustable Rate;South;0,009996186
223551;732;48;7,66;82816;79;39;5;0;Rent;Home Purchase;Adjustable Rate;West;0,838189049
183353;698;60;5,75;49507;57;-8;5;1;Mortgage;Home Purchase;Adjustable Rate;East;0,010002563
151287;672;60;5,66;61365;80;32;4;2;Mortgage;Home Improvement;Fixed Rate;East;0,297937034
103943;681;60;6,87;49359;86;29;3;1;Own;Home Improvement;Adjustable Rate;East;0,009995863
123129;803;48;4,25;50976;71;31;6;1;Mortgage;Personal Loan;Fixed Rate;South;0,396389153
148148;583;36;5,5;75163;57;29;5;0;Own;Auto Loan;Fixed Rate;West;0,00999676
195080;716;36;8,74;72025;101;28;2;0;Rent;Home Purchase;Adjustable Rate;South;0,455997539
181215;695;24;7,94;53564;81;35;5;2;Rent;Auto Loan;Fixed Rate;North;0,289689043
149749;750;48;7,34;46976;88;24;6;0;Own;Home Improvement;Adjustable Rate;West;0,288776553
191917;725;24;5,1;46069;79;37;-1;2;Own;Home Purchase;Adjustable Rate;West;0,009999114
117172;694;72;9,39;83891;81;34;5;1;Own;Debt Consolidation;Adjustable Rate;South;1
241430;786;72;7,06;75196;70;25;7;1;Own;Debt Consolidation;Fixed Rate;South;1
178945;645;36;4,73;85912;89;26;8;0;Mortgage;Debt Consolidation;Adjustable Rate;North;0,050607729
34111;706;36;6,2;22275;106;34;4;0;Own;Personal Loan;Fixed Rate;West;0,009996775
120707;704;48;5,48;80659;86;39;7;2;Rent;Home Purchase;Adjustable Rate;West;0,933988915
132981;692;24;5,3;75331;69;36;5;1;Rent;Home Improvement;Fixed Rate;South;0,010001429
236060;714;36;6,64;28920;90;36;7;2;Own;Home Purchase;Adjustable Rate;North;0,482601881
147982;789;24;4,88;59299;82;29;7;1;Mortgage;Debt Consolidation;Fixed Rate;South;0,464374045
149971;706;60;7,72;82363;94;19;9;1;Mortgage;Personal Loan;Fixed Rate;South;0,933800535
199186;674;24;7,09;96531;89;41;6;0;Rent;Personal Loan;Adjustable Rate;South;0,553492715
208523;687;72;5,62;33850;69;25;5;2;Mortgage;Personal Loan;Fixed Rate;North;0,009998897
47247;647;60;4,74;52852;77;19;5;0;Mortgage;Auto Loan;Fixed Rate;West;0,009990052
179954;739;36;7,28;53216;90;13;6;1;Mortgage;Home Improvement;Adjustable Rate;West;0,196011203
84709;722;24;6,85;93737;76;30;8;2;Mortgage;Personal Loan;Adjustable Rate;North;0,721104015
144833;624;48;6,2;41284;93;22;6;0;Mortgage;Home Improvement;Fixed Rate;East;0,009997722
133415;774;72;6,02;73001;76;19;6;0;Own;Home Purchase;Fixed Rate;North;0,709575385
195202;683;60;6,14;11387;67;9;4;2;Own;Home Purchase;Adjustable Rate;North;0,009999898
297820;704;60;7,5;17763;75;39;9;0;Mortgage;Home Improvement;Fixed Rate;West;0,161533812
70762;656;72;2,89;26958;85;31;5;0;Own;Home Purchase;Adjustable Rate;North;0,01000537
174855;662;24;8,22;70151;77;41;6;2;Mortgage;Home Purchase;Fixed Rate;East;0,351211003
213283;744;72;7,45;73195;86;24;5;2;Mortgage;Home Improvement;Fixed Rate;East;1
140899;656;72;8,22;78664;82;28;5;1;Rent;Home Improvement;Adjustable Rate;South;0,52238128
118105;714;36;6,55;71448;69;37;5;1;Rent;Debt Consolidation;Adjustable Rate;South;0,20022861
238210;673;36;6,46;53886;91;21;3;2;Rent;Debt Consolidation;Fixed Rate;South;0,072809706
132324;751;48;4,71;31978;80;23;1;1;Own;Home Improvement;Adjustable Rate;North;0,009998186
130477;750;24;8,61;36745;92;13;0;2;Own;Personal Loan;Fixed Rate;East;0,010001763
154096;656;48;4,97;63481;66;30;8;2;Rent;Auto Loan;Adjustable Rate;North;0,01000026
125198;632;72;9,12;67720;100;31;0;0;Own;Home Purchase;Adjustable Rate;East;0,213805332
182005;718;48;8,2;44010;71;20;4;0;Rent;Home Purchase;Adjustable Rate;East;0,009999725
92336;680;60;6,54;93618;72;20;8;0;Own;Home Purchase;Adjustable Rate;North;0,236245885
113969;665;60;8,76;72769;94;31;3;0;Mortgage;Auto Loan;Adjustable Rate;East;0,365924067
129876;762;24;5,94;72944;65;32;2;0;Own;Auto Loan;Adjustable Rate;East;0,010001848
187133;681;72;5,47;87554;73;33;6;2;Mortgage;Home Purchase;Fixed Rate;West;0,884916076
183472;671;24;6,09;78956;82;43;6;1;Rent;Auto Loan;Fixed Rate;West;0,362207857
221739;630;72;6,5;116814;63;34;4;0;Rent;Home Purchase;Fixed Rate;South;0,483509892
134672;682;24;6,78;68198;82;26;7;2;Mortgage;Debt Consolidation;Adjustable Rate;North;0,203702329
168396;718;48;6,12;96720;74;32;3;0;Own;Auto Loan;Adjustable Rate;North;0,430105228
213408;665;72;10,03;84119;57;26;11;0;Rent;Home Purchase;Adjustable Rate;South;0,514291873
153273;703;60;7,42;75339;97;21;7;1;Rent;Home Improvement;Fixed Rate;South;0,765581675
191728;718;24;6,93;83994;87;40;5;1;Own;Personal Loan;Fixed Rate;South;0,769840608
94217;709;60;7,25;17871;78;34;5;2;Own;Personal Loan;Adjustable Rate;North;0,088529671
192383;700;36;6,59;59190;63;14;4;1;Rent;Home Improvement;Adjustable Rate;East;0,010000884
161929;707;24;5,33;111667;108;26;3;0;Mortgage;Debt Consolidation;Fixed Rate;South;0,605728437
126821;741;36;7,53;58986;86;48;5;0;Own;Debt Consolidation;Adjustable Rate;West;0,571498411
92712;766;24;6,69;74341;83;39;4;0;Rent;Home Purchase;Adjustable Rate;West;0,475191992
149062;682;36;6,67;79816;85;23;8;0;Mortgage;Personal Loan;Adjustable Rate;South;0,259851605
176936;688;48;5,97;72915;87;49;3;0;Rent;Debt Consolidation;Adjustable Rate;East;0,613679523
162743;716;72;8,16;44949;63;5;7;0;Rent;Home Purchase;Fixed Rate;South;0,009997358
145421;718;48;3,17;77508;64;26;6;2;Mortgage;Personal Loan;Adjustable Rate;East;0,161139038
203424;677;72;6,43;52134;79;31;7;2;Mortgage;Debt Consolidation;Fixed Rate;South;0,524677521
204261;703;72;8,17;34723;99;16;8;2;Rent;Home Improvement;Fixed Rate;North;0,744855846
108030;731;72;5,04;56793;83;24;7;2;Own;Home Purchase;Adjustable Rate;East;0,726955475
140952;700;60;6,19;46142;73;33;5;1;Mortgage;Auto Loan;Adjustable Rate;North;0,090357001
130378;725;24;3,78;95540;75;28;2;1;Own;Home Improvement;Adjustable Rate;West;0,018331314
157255;618;48;6,41;52352;78;25;6;1;Mortgage;Personal Loan;Fixed Rate;East;0,010002862
147065;752;24;6,69;62225;74;27;3;0;Own;Home Improvement;Adjustable Rate;South;0,01000238
184324;729;24;6,58;72815;80;30;5;0;Rent;Home Improvement;Adjustable Rate;East;0,091051626
97912;708;72;8,43;64105;65;22;2;1;Rent;Auto Loan;Fixed Rate;West;0,098128932
164817;751;60;6,32;47525;91;40;9;1;Rent;Personal Loan;Adjustable Rate;North;0,980626998
297540;701;72;7,03;81795;78;27;6;1;Rent;Debt Consolidation;Fixed Rate;East;0,895392216
53747;662;72;5,12;83137;79;19;4;0;Own;Auto Loan;Fixed Rate;West;0,009991255
142832;792;60;6,8;61600;71;26;1;1;Own;Auto Loan;Adjustable Rate;South;0,532240674
90681;796;48;6,77;36814;76;32;3;1;Own;Debt Consolidation;Fixed Rate;North;0,257330643
159333;644;48;5,57;70100;77;52;5;1;Mortgage;Home Purchase;Adjustable Rate;West;0,313375133
197973;686;48;6,43;54754;87;27;7;0;Rent;Debt Consolidation;Fixed Rate;West;0,050986751
165872;691;24;6,99;90759;70;49;4;1;Own;Auto Loan;Adjustable Rate;North;0,488810649
222667;735;24;6,66;53282;84;48;4;1;Rent;Debt Consolidation;Adjustable Rate;West;0,518842038
178353;718;48;7,28;50901;83;49;8;0;Mortgage;Home Improvement;Adjustable Rate;East;0,703385982
215477;754;48;9,49;32530;82;22;2;1;Mortgage;Home Improvement;Adjustable Rate;North;0,239227389
156665;722;72;7,88;43776;77;37;8;1;Own;Home Improvement;Fixed Rate;South;0,69654358
101685;707;60;6,39;53481;67;29;5;1;Own;Debt Consolidation;Adjustable Rate;South;0,037832522
167988;749;72;7,97;69806;91;32;7;2;Rent;Auto Loan;Adjustable Rate;East;1
158014;695;48;6,86;78282;68;39;6;2;Rent;Home Purchase;Adjustable Rate;South;0,720689306
160359;610;36;7,85;99833;80;33;2;0;Rent;Home Purchase;Fixed Rate;North;0,010002557
192482;729;60;8,02;56850;77;34;5;0;Rent;Home Improvement;Adjustable Rate;East;0,424086408
113951;695;24;6,44;71549;66;20;3;1;Own;Auto Loan;Fixed Rate;North;0,0100043
155947;702;24;5,14;70926;76;36;3;0;Rent;Personal Loan;Fixed Rate;North;0,009996986
112275;655;36;7,6;50793;83;38;5;1;Rent;Personal Loan;Adjustable Rate;West;0,010002227
193716;789;72;6,21;59087;62;21;5;1;Own;Auto Loan;Adjustable Rate;South;0,648242788
116592;753;36;6,18;54575;79;35;6;0;Rent;Personal Loan;Adjustable Rate;South;0,21824825
166917;733;72;7,23;56620;74;24;4;2;Own;Personal Loan;Adjustable Rate;East;0,687149901
90543;655;60;6,79;70080;69;28;4;1;Own;Auto Loan;Fixed Rate;North;0,009995251
148964;733;24;5,81;78490;71;20;2;1;Own;Personal Loan;Fixed Rate;East;0,010002417
168005;733;72;6,93;29007;77;25;0;2;Mortgage;Auto Loan;Fixed Rate;East;0,082932056
204119;676;72;7,34;58064;89;19;6;2;Own;Personal Loan;Adjustable Rate;North;0,532238547
171954;642;48;6,52;56806;61;33;4;1;Own;Home Improvement;Adjustable Rate;South;0,010002675
183366;798;36;6,59;78292;65;32;5;1;Mortgage;Auto Loan;Adjustable Rate;West;0,6529073
140352;809;36;5,47;50658;84;40;6;1;Mortgage;Home Improvement;Adjustable Rate;West;0,836233185
147743;685;72;5,13;75236;89;18;4;0;Mortgage;Debt Consolidation;Adjustable Rate;South;0,166214305
127120;656;36;5,6;20978;68;27;8;2;Own;Personal Loan;Fixed Rate;South;0,009998427
163435;818;60;6,41;51046;102;24;8;0;Mortgage;Personal Loan;Fixed Rate;South;1
177071;716;48;5,41;42382;86;22;6;1;Own;Auto Loan;Adjustable Rate;North;0,010001638
178018;644;60;3,44;63552;73;35;2;1;Rent;Debt Consolidation;Fixed Rate;South;0,009998989
173171;633;48;3,69;44181;93;25;6;1;Own;Personal Loan;Fixed Rate;East;0,010001675
214890;796;36;7,24;72457;80;39;4;1;Mortgage;Home Improvement;Fixed Rate;East;0,93385453
138455;646;60;6,43;76686;84;22;5;2;Own;Debt Consolidation;Fixed Rate;South;0,231172583
235609;670;72;7,53;63214;68;10;4;0;Rent;Auto Loan;Fixed Rate;North;0,009999618
162421;719;72;6,95;45861;74;30;6;1;Mortgage;Home Improvement;Fixed Rate;East;0,436470653
113066;652;36;6,55;30030;87;26;7;2;Rent;Home Improvement;Adjustable Rate;South;0,010003007
166522;734;36;8,4;97420;81;41;7;1;Own;Home Improvement;Adjustable Rate;East;1
147110;621;72;7,13;64347;87;39;8;2;Own;Home Improvement;Adjustable Rate;North;0,747522262
148471;704;72;4,79;78266;71;30;6;0;Rent;Home Purchase;Adjustable Rate;South;0,347825501
197065;749;72;7;76575;71;22;2;2;Own;Personal Loan;Adjustable Rate;North;0,810646233
120076;728;24;6,26;40037;88;31;7;0;Mortgage;Debt Consolidation;Fixed Rate;West;0,010001999
100982;754;24;3,07;51038;69;21;6;2;Mortgage;Debt Consolidation;Fixed Rate;West;0,010001782
160351;711;36;6,43;45779;73;52;8;1;Own;Home Improvement;Fixed Rate;East;0,497171829
117249;778;24;9,78;40851;75;34;0;0;Rent;Auto Loan;Fixed Rate;North;0,009995821
156601;635;24;4,91;64918;80;37;4;0;Own;Personal Loan;Fixed Rate;South;0,009999936
189501;724;48;4,27;72514;69;24;8;0;Rent;Personal Loan;Fixed Rate;West;0,066173793
81555;731;36;5,33;71649;97;21;5;2;Rent;Auto Loan;Fixed Rate;West;0,47229477
196902;649;36;6,39;45092;76;32;6;2;Own;Debt Consolidation;Fixed Rate;West;0,009999898
174237;621;48;7,8;54551;87;33;7;2;Rent;Home Improvement;Adjustable Rate;West;0,16722051
162167;655;24;6,46;70169;89;15;2;1;Own;Personal Loan;Adjustable Rate;West;0,010002035
78465;724;24;6,97;52794;65;41;5;2;Mortgage;Debt Consolidation;Adjustable Rate;East;0,065035366
96636;654;24;4,83;11649;90;39;4;1;Own;Home Purchase;Adjustable Rate;North;0,009996275
112146;728;48;5,26;61705;77;48;0;0;Mortgage;Auto Loan;Adjustable Rate;North;0,167611863
126249;649;36;5,51;59345;92;25;6;0;Mortgage;Debt Consolidation;Fixed Rate;South;0,009996119
154038;683;60;4,86;86531;90;21;-1;0;Rent;Debt Consolidation;Adjustable Rate;South;0,009997533
214784;720;48;7,96;48267;94;21;5;0;Own;Home Purchase;Adjustable Rate;North;0,258063915
176504;743;60;7,51;51015;65;28;6;2;Own;Home Improvement;Adjustable Rate;North;0,554616326
128768;769;60;4,86;65330;79;24;5;2;Mortgage;Home Improvement;Adjustable Rate;North;0,792067905
119963;748;36;6,06;47404;78;39;6;2;Own;Home Improvement;Fixed Rate;West;0,47529655
218849;702;24;5,93;59186;81;19;5;1;Mortgage;Debt Consolidation;Adjustable Rate;East;0,009997761
170701;786;60;6,9;86451;75;55;4;1;Own;Debt Consolidation;Adjustable Rate;North;1
201388;707;60;5,7;101110;82;49;1;2;Own;Home Improvement;Fixed Rate;East;1
108757;721;48;7,19;60964;80;22;8;0;Own;Personal Loan;Fixed Rate;North;0,155778479
162856;771;60;7,05;85091;64;41;4;1;Rent;Debt Consolidation;Adjustable Rate;South;1
114516;757;36;8,22;48152;84;46;5;0;Mortgage;Home Improvement;Adjustable Rate;West;0,485897167
142400;656;48;8,1;42058;88;47;7;2;Mortgage;Home Improvement;Adjustable Rate;South;0,596952247
118855;769;48;5,99;43674;71;30;7;2;Rent;Auto Loan;Adjustable Rate;West;0,514812166
142995;644;36;6,17;52080;87;34;7;1;Mortgage;Auto Loan;Adjustable Rate;North;0,01000035
140285;704;60;6,08;82071;72;26;5;0;Own;Personal Loan;Adjustable Rate;West;0,110589158
81594;688;60;6,44;84639;59;42;5;2;Rent;Home Improvement;Adjustable Rate;North;0,64367478
91800;720;48;7,81;64024;71;6;5;1;Mortgage;Home Improvement;Fixed Rate;North;0,01
171541;698;48;7,4;53825;82;44;4;2;Mortgage;Home Purchase;Adjustable Rate;North;0,570318466
156695;732;36;5,7;55872;90;55;0;0;Rent;Home Purchase;Fixed Rate;North;0,400063818
109416;671;48;4,98;59404;88;13;4;1;Own;Debt Consolidation;Adjustable Rate;East;0,009998538
123586;648;48;6,45;62781;63;29;6;2;Rent;Home Improvement;Adjustable Rate;North;0,010001133
173140;674;72;6,53;36701;68;35;4;2;Own;Personal Loan;Adjustable Rate;East;0,138893381
215662;683;72;5,22;48750;76;28;4;2;Mortgage;Auto Loan;Adjustable Rate;West;0,183416643
191659;712;24;9,45;91536;83;13;6;2;Mortgage;Debt Consolidation;Adjustable Rate;South;0,523753124
139905;799;60;5,98;19603;80;47;3;1;Mortgage;Home Purchase;Fixed Rate;West;0,594932275
154666;741;60;5,79;83592;91;38;5;2;Own;Auto Loan;Adjustable Rate;North;1
99501;733;36;6,38;87142;63;36;4;0;Rent;Auto Loan;Fixed Rate;North;0,174058552
170853;652;48;8,68;87285;77;38;5;2;Rent;Home Improvement;Adjustable Rate;West;0,673134215
171660;716;60;8,32;48407;75;43;5;0;Rent;Auto Loan;Adjustable Rate;East;0,279412793
139997;761;36;5,62;70331;55;33;5;1;Own;Debt Consolidation;Fixed Rate;North;0,108652328
125904;746;36;4,32;81856;84;25;6;0;Mortgage;Auto Loan;Adjustable Rate;East;0,219746791
152634;717;24;7,94;56433;91;28;5;0;Rent;Personal Loan;Fixed Rate;East;0,009997772
179522;698;60;4,68;80736;75;25;4;0;Mortgage;Debt Consolidation;Adjustable Rate;East;0,084073261
170974;668;60;4,83;93889;77;35;4;2;Rent;Home Improvement;Adjustable Rate;West;0,654333407
221903;682;24;6,77;69745;79;22;11;2;Mortgage;Personal Loan;Adjustable Rate;West;0,328512909
139542;720;24;7,07;61918;83;26;4;1;Rent;Home Purchase;Adjustable Rate;South;0,00999699
157027;771;24;5,78;89127;77;12;4;1;Mortgage;Home Purchase;Fixed Rate;West;0,203570087
192277;807;24;6,95;69458;93;34;1;1;Rent;Personal Loan;Adjustable Rate;West;1
142116;709;24;6,78;39909;94;30;0;0;Mortgage;Home Improvement;Fixed Rate;South;0,009998874
189570;730;36;5,42;65914;86;49;7;0;Own;Home Improvement;Adjustable Rate;North;0,672416522
178016;697;24;7,64;56289;84;16;4;1;Mortgage;Home Improvement;Adjustable Rate;East;0,009999101
181130;766;24;7,67;63702;80;19;3;2;Own;Debt Consolidation;Fixed Rate;South;0,255330426
117524;690;60;6,06;62610;78;31;4;2;Own;Debt Consolidation;Fixed Rate;East;0,342474729
230289;759;72;9,22;66178;77;27;9;1;Rent;Home Improvement;Adjustable Rate;West;1
77174;656;36;5,61;38275;77;27;2;0;Rent;Auto Loan;Adjustable Rate;West;0,010003369
142038;644;60;6,93;42402;97;25;4;1;Own;Debt Consolidation;Adjustable Rate;South;0,009997325
197264;725;60;5,29;73741;84;30;4;0;Own;Auto Loan;Fixed Rate;East;0,51774272
92453;668;72;4,76;42196;96;41;5;0;Mortgage;Home Purchase;Fixed Rate;South;0,144668102
209312;769;48;4,41;48691;72;29;3;1;Rent;Home Purchase;Adjustable Rate;West;0,126805917
103840;742;72;2,69;56892;66;29;3;1;Mortgage;Auto Loan;Fixed Rate;North;0,047178351
75659;697;72;5,19;34753;95;31;7;2;Rent;Auto Loan;Adjustable Rate;West;0,486511849
214435;644;24;5,27;52329;78;22;6;1;Mortgage;Debt Consolidation;Fixed Rate;East;0,009998368
124801;762;36;7,44;48315;76;17;5;2;Mortgage;Home Improvement;Fixed Rate;West;0,123436511
103532;689;48;5,8;53523;85;38;4;0;Own;Debt Consolidation;Adjustable Rate;West;0,009996909
220571;790;60;4,73;76785;68;25;5;0;Rent;Debt Consolidation;Fixed Rate;North;0,70925915
84760;759;72;4,41;61155;70;22;8;0;Rent;Personal Loan;Adjustable Rate;East;0,252100047
123702;727;36;6,54;44888;79;24;6;1;Rent;Home Improvement;Fixed Rate;East;0,009999838
157375;604;72;4,48;2245;101;35;4;1;Rent;Personal Loan;Adjustable Rate;North;0,010001589
